x,y
-121.0068,35.59725
-121.7922,34.6963
-122.3799,34.02243
-122.9646,33.34847
-123.7375,32.44807
-124.3119,31.77102
-124.8815,31.09234
-125.4453,30.41103
-126.188,29.49883
-126.7406,28.8135
-127.2899,28.12771
-127.8373,27.44238
-128.5644,26.52955
-129.1085,25.84625
-129.6511,25.16373
-130.3725,24.2549
-130.9116,23.57392
-131.6282,22.66693
-132.1624,21.9862
-132.6923,21.30379
-133.3909,20.39053
-133.9089,19.70289
-134.4225,19.01353
-134.932,18.32254
-135.6057,17.39935
-136.1077,16.7063
-136.7742,15.78229
-137.2743,15.09106
-137.7752,14.40176
-138.2769,13.71438
-138.9486,12.8018
-139.4544,12.12035
-139.9599,11.43987
-140.6312,10.53251
-141.1314,9.850953
-141.7921,8.939545
-142.2829,8.253818
-142.7694,7.566135
-143.4108,6.645595
-143.8864,5.952586
-144.3571,5.257171
-144.9783,4.327095
-145.4398,3.627624
-145.8988,2.927393
-146.3556,2.226535
-146.9613,1.291165
-147.4125,0.5886567
-148.01,-0.3494616
-148.4544,-1.054483
-148.8967,-1.760158
-149.485,-2.700713
-149.9258,-3.405587
-150.3653,-4.11059
-150.9488,-5.051069
-151.3829,-5.757834
-151.8133,-6.466154
-152.241,-7.1755
-152.8074,-8.122708
-153.228,-8.83486
-153.7834,-9.786645
-154.1949,-10.50279
-154.6012,-11.22131
-155.0024,-11.94214
-155.5305,-12.90624
-155.9231,-13.63064
-156.4432,-14.59756
-156.832,-15.32292
-157.2205,-16.04797
-157.7401,-17.0131
-158.1299,-17.73639
-158.5197,-18.45926
-158.9091,-19.18194
-159.2968,-19.90508
-159.6815,-20.62939
-160.1878,-21.59797
-160.5605,-22.32746
-161.0473,-23.30454
-161.4046,-24.04078
-161.7554,-24.77981
-162.1006,-25.52116
-162.5537,-26.51249
-162.8878,-27.25825
-163.2186,-28.00518
-163.6554,-29.00254
-163.9809,-29.75115
-164.3043,-30.50043
-164.7329,-31.50014
-165.0522,-32.25056
-165.3689,-33.0018
-165.7859,-34.00522
-166.0954,-34.75886
-166.4017,-35.51353
-166.8064,-36.52095
-167.1064,-37.27766
-167.403,-38.03548
-167.7933,-39.04755
-168.0819,-39.80794
-168.4611,-40.82363
-168.7417,-41.58653
-169.113,-42.60455
-169.3878,-43.36913
-169.7461,-44.39109
-170.0078,-45.15971
-170.346,-46.18781
-170.5929,-46.96088
-170.8339,-47.73566
-171.1457,-48.7714
-171.3721,-49.55024
-171.6659,-50.59081
-171.8799,-51.37285
-172.0895,-52.15598
-172.2953,-52.94
-172.5619,-53.98714
-172.7558,-54.77386
-172.9458,-55.56141
-173.1918,-56.61304
-173.3714,-57.40274
-173.545,-58.19366
-173.7127,-58.98569
-173.9301,-60.0429
-174.0896,-60.83643
-174.2447,-61.6307
-174.4439,-62.69102
-174.5882,-63.48711
-174.7279,-64.28391
-174.9071,-65.34739
-175.0376,-66.14555
-175.1649,-66.94414
-175.2888,-67.74319
-175.4465,-68.80956
-175.5606,-69.60983
-175.6715,-70.41048
-175.8123,-71.47883
-175.9131,-72.28062
-176.0395,-73.35049
-176.127,-74.1536
-176.2074,-74.95734
-176.2782,-75.76179
-176.3579,-76.83537
-176.4084,-77.64114
-176.4652,-78.71609
-176.4991,-79.52267
-176.5255,-80.32948
-176.544,-81.13645
-176.5556,-81.94353
-176.5581,-83.01962
-176.5488,-83.8265
-176.5296,-84.63313
-176.4884,-85.70803
-176.4464,-86.51367
-176.3772,-87.58707
-176.3169,-88.39153
-176.2262,-89.46332
-176.1505,-90.26646
-176.0412,-91.33645
-175.9554,-92.13852
-175.866,-92.94015
-175.7719,-93.74121
-175.6361,-94.80785
-175.5246,-95.6064
-175.3617,-96.66886
-175.226,-97.46327
-175.0779,-98.25537
-174.8637,-99.30817
-174.692,-100.0955
-174.5107,-100.8807
-174.2553,-101.9244
-174.0537,-102.7047
-173.8452,-103.4832
-173.5561,-104.5181
-173.33,-105.2917
-173.0146,-106.3188
-172.7684,-107.0861
-172.4298,-108.1058
-172.1679,-108.8679
-171.8989,-109.6274
-171.6232,-110.3846
-171.2438,-111.3898
-170.9495,-112.1398
-170.6473,-112.8867
-170.2313,-113.877
-169.9082,-114.615
-169.5752,-115.3484
-169.116,-116.3192
-168.7601,-117.0418
-168.3961,-117.7603
-167.8993,-118.7125
-167.517,-119.4214
-167.1268,-120.1261
-166.5923,-121.0575
-166.1806,-121.7497
-165.7599,-122.4364
-165.3306,-123.1178
-164.7465,-124.0188
-164.301,-124.6898
-163.8489,-125.3564
-163.2363,-126.2384
-162.7699,-126.895
-162.1351,-127.761
-161.6484,-128.4023
-160.9836,-129.245
-160.4715,-129.8658
-159.9477,-130.4765
-159.4111,-131.076
-158.6749,-131.8557
-158.1068,-132.425
-157.3275,-133.1613
-156.7266,-133.6955
-156.1126,-134.2145
-155.4852,-134.7173
-154.6299,-135.3639
-153.9758,-135.832
-153.3127,-136.2874
-152.4178,-136.8792
-151.7403,-137.3138
-151.0593,-137.7429
-150.1482,-138.3102
-149.4644,-138.7349
-148.5555,-139.3053
-147.8771,-139.738
-147.2012,-140.1748
-146.5272,-140.6145
-145.6315,-141.2055
-144.7357,-141.7963
-144.0606,-142.2341
-143.3814,-142.6651
-142.6976,-143.0884
-141.7764,-143.6368
-141.0778,-144.0347
-140.373,-144.4217
-139.4235,-144.9192
-138.7051,-145.2807
-137.9822,-145.6335
-137.255,-145.9774
-136.2794,-146.4234
-135.5442,-146.7508
-134.5608,-147.1803
-133.8216,-147.4987
-133.081,-147.8142
-132.0946,-148.237
-131.3558,-148.5563
-130.6166,-148.8749
-129.8771,-149.1928
-128.8895,-149.6129
-128.1467,-149.9229
-127.402,-150.2284
-126.405,-150.6252
-125.6531,-150.912
-124.8981,-151.1903
-123.8869,-151.5491
-123.1254,-151.8095
-122.1065,-152.1467
-121.3401,-152.3928
-120.5717,-152.633
-119.8013,-152.8666
-118.7701,-153.1644
-117.994,-153.3778
-117.2155,-153.5825
-116.174,-153.8419
-115.3902,-154.0257
-114.3423,-154.258
-113.5549,-154.4257
-112.7665,-154.5892
-111.7143,-154.8022
-110.9243,-154.9579
-110.1333,-155.1084
-109.0772,-155.3017
-108.2844,-155.4424
-107.4911,-155.5802
-106.6972,-155.715
-105.6384,-155.893
-104.8444,-156.0271
-104.0505,-156.1617
-102.9924,-156.3434
-102.199,-156.4812
-101.4056,-156.619
-100.3477,-156.8021
-99.55399,-156.9375
-98.76006,-157.0719
-97.70064,-157.2455
-96.90516,-157.3694
-96.10855,-157.4845
-95.04459,-157.6234
-94.24518,-157.7145
-93.44463,-157.795
-92.64321,-157.8669
-91.57347,-157.9498
-90.77042,-158.0024
-89.69917,-158.0652
-88.89552,-158.1093
-88.09182,-158.1523
-87.0203,-158.2109
-86.2168,-158.2571
-85.14561,-158.3217
-84.34224,-158.371
-83.27125,-158.4398
-82.46817,-158.4943
-81.66541,-158.553
-80.59549,-158.637
-79.79335,-158.7041
-78.99162,-158.7759
-77.9229,-158.8745
-77.12138,-158.9485
-76.31979,-159.0219
-75.25074,-159.1164
-74.44862,-159.1828
-73.64607,-159.2415
-72.84308,-159.2926
-71.77174,-159.348
-70.9678,-159.3769
-69.89544,-159.3999
-69.09093,-159.4071
-68.0181,-159.4062
-67.21345,-159.398
-66.4088,-159.3847
-65.33598,-159.3642
-64.53137,-159.3474
-63.72681,-159.3279
-62.65415,-159.2969
-61.8498,-159.269
-61.04558,-159.2373
-59.97334,-159.1929
-59.16915,-159.1596
-58.36491,-159.1278
-57.29252,-159.0866
-56.48814,-159.0595
-55.4155,-159.0267
-54.61092,-159.0046
-53.80635,-158.9823
-53.00175,-158.9604
-52.1971,-158.9396
-51.12413,-158.9163
-50.31936,-158.9042
-49.24628,-158.8959
-48.44143,-158.8949
-47.63664,-158.9003
-46.83209,-158.9149
-45.75966,-158.9459
-44.95546,-158.9746
-44.15133,-159.0043
-43.07928,-159.0368
-42.27563,-159.0531
-41.20396,-159.0576
-40.40052,-159.0461
-39.5979,-159.0191
-38.79586,-158.9787
-37.72705,-158.9058
-36.92633,-158.8381
-36.12674,-158.7578
-35.06247,-158.6325
-34.26543,-158.5276
-33.46928,-158.4153
-32.67426,-158.2947
-31.87996,-158.169
-30.82125,-157.9988
-30.027,-157.8729
-29.23222,-157.7507
-28.17175,-157.5925
-27.37568,-157.4784
-26.57895,-157.3687
-25.51562,-157.2292
-24.71764,-157.1278
-23.91927,-157.029
-22.85421,-156.9012
-22.05491,-156.8092
-20.9887,-156.6903
-20.18901,-156.6012
-19.12316,-156.4791
-18.32395,-156.3856
-17.52488,-156.2908
-16.45981,-156.161
-15.66131,-156.061
-14.59717,-155.9231
-13.79932,-155.8175
-13.00152,-155.7115
-11.93812,-155.5674
-11.14092,-155.4566
-10.34393,-155.3442
-9.281651,-155.1915
-8.484861,-155.0777
-7.687818,-154.9657
-6.62448,-154.8212
-5.826643,-154.7152
-5.028442,-154.612
-4.229779,-154.5124
-3.164495,-154.3828
-2.365204,-154.2882
-1.5658,-154.1945
-0.4998319,-154.0702
0.2998261,-153.9785
1.366191,-153.8575
2.165869,-153.7659
2.96535,-153.6726
3.764703,-153.5782
4.830208,-153.4498
5.629194,-153.3523
6.427934,-153.2528
7.492604,-153.1175
8.290891,-153.0143
9.354884,-152.8736
10.15244,-152.7648
10.94973,-152.6542
11.74673,-152.5414
12.80936,-152.3909
13.60644,-152.2789
14.66922,-152.1296
15.46627,-152.0173
16.52893,-151.867
17.32605,-151.7551
18.38913,-151.6079
19.18658,-151.4984
19.98412,-151.3897
21.04761,-151.2454
21.84553,-151.1395
22.90986,-151.0019
23.70832,-150.9003
24.77291,-150.7648
25.57114,-150.6616
26.6353,-150.5229
27.4333,-150.418
28.49739,-150.2789
29.29552,-150.175
30.09353,-150.0702
31.15744,-149.9297
31.95542,-149.8246
33.01953,-149.6856
33.81768,-149.5819
34.6158,-149.4779
35.68017,-149.341
36.47887,-149.2422
37.27785,-149.1457
38.34356,-149.0204
39.14288,-148.9268
39.94227,-148.8338
41.00785,-148.7077
41.80695,-148.6126
42.87245,-148.4858
43.67166,-148.3915
44.73707,-148.2641
45.53611,-148.1683
46.60151,-148.0407
47.40075,-147.9467
48.46635,-147.821
49.53154,-147.6921
50.59628,-147.5596
51.39459,-147.4581
52.45874,-147.3206
53.52279,-147.1823
54.32072,-147.0777
55.38371,-146.932
56.18011,-146.8172
57.24115,-146.6584
58.03628,-146.5348
59.09568,-146.3651
59.88957,-146.2336
60.94668,-146.0501
61.73847,-145.9067
62.52953,-145.7591
63.5829,-145.555
64.37179,-145.3961
65.15988,-145.2333
66.20778,-145.0129
67.25716,-144.7854
68.04156,-144.6136
68.82684,-144.4413
69.8729,-144.2133
70.66069,-144.0457
71.71198,-143.8317
72.76595,-143.6308
73.55788,-143.4881
74.35065,-143.3497
75.40875,-143.171
76.20288,-143.04
77.26208,-142.8673
78.05622,-142.7363
78.85009,-142.6036
79.90791,-142.4227
80.70004,-142.2805
81.75464,-142.0826
82.80765,-141.8759
83.59622,-141.7149
84.64505,-141.4882
85.42946,-141.3084
86.2121,-141.1209
87.25214,-140.8571
88.02974,-140.6496
89.06368,-140.3623
89.83664,-140.1379
90.86453,-139.8293
91.88986,-139.512
92.65762,-139.2699
93.42446,-139.0249
94.44591,-138.695
95.21114,-138.4449
95.97554,-138.1922
96.99327,-137.8508
97.7552,-137.5908
98.76944,-137.2392
99.52837,-136.9706
100.5381,-136.6063
101.2935,-136.3281
102.2981,-135.95
103.0492,-135.6601
104.0467,-135.2639
104.792,-134.9597
105.7813,-134.5436
106.5194,-134.2225
107.4961,-133.7784
108.2219,-133.4314
109.1798,-132.9489
109.8901,-132.5718
110.8287,-132.0528
111.5273,-131.6538
112.4512,-131.1087
113.1384,-130.69
113.8203,-130.2628
114.7221,-129.6815
115.392,-129.2355
116.0557,-128.7806
116.9281,-128.1565
117.572,-127.6745
118.4123,-127.0092
119.0259,-126.4905
119.8206,-125.7729
120.4006,-125.2172
121.1533,-124.455
121.7021,-123.8678
122.237,-123.268
122.9296,-122.4499
123.4311,-121.8217
124.0748,-120.9648
124.536,-120.3067
125.1196,-119.4085
125.5333,-118.7199
125.9239,-118.0183
126.4096,-117.064
126.7469,-116.3352
127.0601,-115.5957
127.4377,-114.5938
127.6876,-113.831
127.9068,-113.0592
128.1518,-112.0179
128.2979,-111.2292
128.4406,-110.1695
128.5121,-109.3704
128.568,-108.3014
128.5869,-107.4981
128.5891,-106.6943
128.5759,-105.6222
128.5578,-104.8181
128.5331,-104.0141
128.4908,-102.9421
128.4509,-102.1384
128.4002,-101.3354
128.3097,-100.267
128.226,-99.46721
128.0912,-98.40367
127.9247,-97.34492
127.7785,-96.55453
127.6126,-95.76814
127.4263,-94.98637
127.1478,-93.95148
126.916,-93.18176
126.5845,-92.16212
126.3238,-91.40111
126.0563,-90.64232
125.7846,-89.88492
125.42,-88.8758
125.1456,-88.11924
124.7774,-87.11113
124.5,-86.35538
124.2225,-85.59961
123.943,-84.84453
123.6605,-84.09048
123.3728,-83.33848
122.9765,-82.34097
122.6671,-81.59807
122.3451,-80.86067
121.8947,-79.88725
121.5423,-79.16405
121.1798,-78.44573
120.6815,-77.49532
120.298,-76.78754
119.7758,-75.84963
119.3798,-75.14856
118.9829,-74.44799
118.5856,-73.74761
118.0567,-72.81326
117.6616,-72.11155
117.268,-71.40895
116.748,-70.46946
116.3629,-69.7621
115.9792,-69.05405
115.4623,-68.11311
115.0704,-67.40984
114.6727,-66.7099
114.2691,-66.01337
113.8587,-65.32088
113.2997,-64.40466
112.8704,-63.72369
112.4325,-63.0483
111.8368,-62.15537
111.382,-61.49102
110.9237,-60.82896
110.4633,-60.16838
110.0018,-59.50853
109.5403,-58.84867
108.9261,-57.96798
108.4662,-57.30689
107.8542,-56.42455
107.3958,-55.76236
106.9382,-55.09956
106.4819,-54.4358
105.8731,-53.55112
105.418,-52.88664
104.9641,-52.22126
104.3607,-51.3328
103.9101,-50.66515
103.4615,-49.99618
102.8666,-49.10198
102.4215,-48.43065
101.9741,-47.76091
101.3721,-46.87182
100.9169,-46.20754
100.4582,-45.54564
99.83651,-44.67051
99.36196,-44.02023
98.88223,-43.37374
98.2355,-42.51696
97.745,-41.87849
97.25301,-41.24117
96.5986,-40.39032
96.1101,-39.75048
95.62375,-39.10902
95.13824,-38.46687
94.65453,-37.82333
94.01403,-36.96193
93.53779,-36.31283
93.06533,-35.66095
92.44138,-34.78742
91.97761,-34.12926
91.51714,-33.46877
91.0606,-32.80553
90.60686,-32.14036
90.00426,-31.25181
89.55392,-30.58428
89.10474,-29.91596
88.65694,-29.24671
88.21038,-28.5766
87.76579,-27.9052
87.17728,-27.0072
86.73922,-26.33155
86.30505,-25.65343
85.87523,-24.97256
85.30907,-24.06043
84.88791,-23.37419
84.47218,-22.68475
83.92753,-21.75983
83.52703,-21.06156
83.13432,-20.35893
82.74967,-19.6519
82.37228,-18.94094
81.88268,-17.98599
81.52608,-17.26446
81.17772,-16.5389
80.72932,-15.56406
80.40729,-14.82668
79.99703,-13.83547
79.7052,-13.0858
79.42688,-12.33101
79.07897,-11.3165
78.83511,-10.54997
78.60562,-9.778972
78.38908,-9.004148
78.11826,-7.966052
77.92785,-7.184176
77.69524,-6.136847
77.53764,-5.347874
77.39555,-4.556057
77.27103,-3.761489
77.16933,-2.964262
77.06997,-1.897831
77.02366,-1.096087
77.00385,-0.2935049
77.01165,0.5090765
77.06135,1.577907
77.13302,2.376699
77.2383,3.171388
77.37807,3.960411
77.55286,4.742165
77.83968,5.770816
78.09395,6.53049
78.38115,7.278475
78.70266,8.012243
79.0575,8.730515
79.57931,9.662917
80.00439,10.34284
80.60837,11.22611
81.08489,11.87269
81.74651,12.71573
82.25542,13.33832
82.77014,13.95625
83.28873,14.57107
83.98524,15.38681
84.50889,15.99767
85.03457,16.60692
85.74558,17.4101
86.28964,18.00227
87.03518,18.77155
87.61069,19.33157
88.2011,19.8755
89.01276,20.57282
89.6389,21.07503
90.27884,21.55994
91.14867,22.18502
91.80974,22.64224
92.47649,23.09163
93.37048,23.68386
94.04408,24.12367
94.94438,24.70715
95.62173,25.14179
96.52722,25.71804
97.20817,26.14761
97.89023,26.57562
98.80137,27.14388
99.48514,27.5696
100.3966,28.13784
101.0805,28.56367
101.7647,28.9891
102.4495,29.41372
103.3627,29.97973
104.0474,30.40474
104.9591,30.97347
105.642,31.40153
106.5521,31.97288
107.2352,32.40071
107.9192,32.82702
108.6048,33.25079
109.5221,33.81055
110.2122,34.2269
111.1364,34.77501
111.8339,35.17853
112.7702,35.70528
113.4766,36.09293
114.4245,36.59855
115.1392,36.97064
116.0968,37.45788
117.0594,37.93507
117.7837,38.28831
118.7513,38.75544
119.4778,39.10422
120.447,39.56809
121.1735,39.9167
122.1416,40.38286
122.8664,40.73498
123.5898,41.08974
124.5519,41.56798
125.272,41.92937
126.2299,42.41588
126.9463,42.78448
127.6617,43.15529
128.614,43.65237
129.3273,44.02724
130.0396,44.40382
130.9874,44.90942
131.9338,45.41782
132.6434,45.79944
133.3528,46.18132
134.2979,46.6918
135.0061,47.07587
135.7134,47.46167
136.6542,47.97994
137.3582,48.37149
138.0609,48.76542
138.9967,49.29247
139.698,49.6889
140.3987,50.08628
141.3324,50.61706
142.0316,51.01691
142.7299,51.41842
143.6594,51.95626
144.3553,52.3618
145.0508,52.76813
145.7464,53.17399
146.4422,53.57969
147.3694,54.12135
148.0645,54.5281
148.9899,55.07281
149.6812,55.48582
150.5992,56.04239
151.2845,56.46511
151.9668,56.89246
152.6455,57.32549
153.5445,57.91201
154.2142,58.35878
154.8787,58.81301
155.7564,59.43058
156.4083,59.90273
157.0549,60.38206
157.9103,61.03023
158.5478,61.52169
159.1818,62.01783
159.8124,62.51815
160.44,63.02241
161.0651,63.52967
161.8954,64.21008
162.5146,64.72461
163.1296,65.24403
163.7408,65.7679
164.3479,66.29651
165.1482,67.01141
165.7401,67.55654
166.3234,68.11069
167.0827,68.86758
167.6371,69.44964
168.1796,70.04272
168.8854,70.8494
169.4037,71.46414
169.9138,72.08591
170.4167,72.71372
171.0782,73.55814
171.5672,74.197
172.0473,74.84255
172.671,75.71496
173.1259,76.3782
173.5695,77.04902
174.001,77.72763
174.4196,78.41422
174.9555,79.34273
175.3392,80.04919
175.7064,80.7643
176.1662,81.73206
176.4853,82.46919
176.7837,83.2149
177.0601,83.96898
177.3933,84.98665
177.6175,85.75799
177.8193,86.53558
177.9981,87.31884
178.1534,88.10712
178.3245,89.16473
178.4277,89.9618
178.5121,90.76134
178.5793,91.56274
178.6296,92.36555
178.6753,93.43735
178.6954,94.24185
178.7011,95.04659
178.6915,95.85123
178.6676,96.65536
178.6248,97.45856
178.5631,98.2604
178.4822,99.06046
178.382,99.85831
178.2174,100.9177
178.0717,101.7085
177.9068,102.4955
177.7227,103.2784
177.45,104.3155
177.227,105.0885
176.9904,105.8576
176.7418,106.623
176.4826,107.3851
176.2123,108.1434
175.9299,108.8972
175.6357,109.6465
175.3295,110.3911
175.0114,111.1305
174.5692,112.1085
174.2258,112.8367
173.8726,113.5602
173.5111,114.2797
173.1405,114.9946
172.6326,115.9405
172.2399,116.6433
171.8366,117.3401
171.4229,118.0307
170.9989,118.7151
170.4177,119.6175
169.973,120.2886
169.5198,120.9541
169.0611,121.6158
168.5983,122.2747
168.1314,122.9308
167.6596,123.5833
167.02,124.4455
166.5306,125.0846
165.8658,125.9272
165.3548,126.5487
164.832,127.1601
164.2976,127.7614
163.568,128.5475
163.0106,129.1276
162.4469,129.7018
161.6895,130.4618
161.1183,131.0287
160.5464,131.5949
159.9728,132.1595
159.3964,132.7213
158.8173,133.2802
158.0399,134.0201
157.4521,134.57
156.8589,135.1139
156.0597,135.8299
155.4532,136.3589
154.8414,136.8817
154.2238,137.3977
153.6007,137.9071
152.9713,138.4087
152.3356,138.9022
151.6933,139.3873
151.0448,139.8639
150.3908,140.3331
149.5116,140.9488
148.8474,141.4036
148.1799,141.8537
147.2849,142.4465
146.6099,142.8853
145.9316,143.3192
145.25,143.7478
144.5656,144.172
143.8782,144.5912
142.9562,145.1412
142.2602,145.5457
141.3262,146.0748
140.622,146.4651
139.9146,146.8495
139.2043,147.2288
138.2533,147.7267
137.5369,148.0941
136.8167,148.454
136.0923,148.8049
135.3643,149.1485
134.3891,149.5968
133.6539,149.9245
132.9156,150.2454
132.1745,150.5598
131.4314,150.8694
130.4384,151.2772
129.6927,151.5805
128.9454,151.88
128.1965,152.1754
127.4459,152.4666
126.6934,152.7526
125.9382,153.0309
125.1799,153.3005
124.1635,153.6441
123.3969,153.888
122.6267,154.1203
121.8534,154.3425
121.0778,154.5565
120.3001,154.7632
119.521,154.9647
118.4815,155.2304
117.7016,155.429
116.9214,155.6262
116.1409,155.8224
115.3599,156.0168
114.317,156.2689
113.5324,156.4458
112.7451,156.6084
111.9553,156.7567
111.1629,156.8907
110.3681,157.0096
109.3056,157.149
108.5073,157.2439
107.7081,157.3328
106.9085,157.4182
106.1085,157.5004
105.3082,157.5807
104.2409,157.6866
103.4403,157.7652
102.3726,157.8687
101.5715,157.9439
100.7702,158.0181
99.96868,158.0891
99.16672,158.1548
98.36427,158.2132
97.56133,158.2632
96.49002,158.3171
95.68607,158.3484
94.88182,158.3727
94.07732,158.3902
93.00439,158.4043
92.19958,158.4098
91.39471,158.4102
90.58982,158.4052
89.51668,158.3903
88.71194,158.3721
87.90753,158.3453
87.10343,158.3106
86.29961,158.2693
85.22826,158.2055
84.42513,158.1511
83.62227,158.0922
82.81963,158.0302
82.0172,157.965
80.94758,157.8746
80.14577,157.8022
79.34446,157.7248
78.54351,157.6436
77.74283,157.5597
76.9425,157.4724
75.87592,157.351
75.07653,157.2555
74.27762,157.1559
73.47923,157.0522
72.68134,156.9448
71.61818,156.7963
70.82143,156.6806
70.02559,156.5591
69.23056,156.4325
68.43629,156.3012
67.6429,156.1648
66.85039,156.0233
65.79494,155.8277
65.00397,155.6778
64.21342,155.5255
63.42328,155.3711
62.6336,155.2144
61.84418,155.0564
61.05517,154.8964
60.26639,154.7353
59.47791,154.5727
58.42726,154.3529
57.64029,154.1835
56.85438,154.0094
56.07049,153.8272
55.28881,153.6363
54.2503,153.3674
53.47491,153.1531
52.70305,152.9267
51.93409,152.6906
51.16724,152.4474
50.40171,152.2
49.38221,151.8662
48.61772,151.6155
47.85283,151.3661
47.08699,151.1198
46.31953,150.8787
45.5504,150.6431
44.77945,150.4136
44.00621,150.192
42.97234,149.9067
42.19568,149.697
41.41816,149.4903
40.63981,149.2866
39.86251,149.0798
38.82841,148.7963
38.05523,148.5757
37.28534,148.3445
36.5192,148.1017
35.75666,147.8478
34.99887,147.5804
34.24643,147.2984
33.25267,146.8983
32.51381,146.5823
31.77952,146.2554
31.0485,145.9207
30.32003,145.5803
29.34895,145.1263
28.61933,144.7889
27.88796,144.4554
27.1545,144.1263
26.41832,143.8034
25.67846,143.4891
24.9345,143.1848
24.187,142.889
23.18493,142.508
22.42964,142.232
21.67229,141.9612
20.91358,141.6941
20.15328,141.4312
19.13986,141.0799
18.38064,140.8141
17.62301,140.5439
16.86751,140.2679
16.11499,139.984
15.11703,139.5917
14.37267,139.2871
13.6325,138.9724
12.89655,138.6478
12.16472,138.3139
11.43719,137.9704
10.4744,137.4973
9.75709,137.1326
9.042907,136.7617
8.330678,136.3868
7.619782,136.0094
6.67235,135.5053
5.961994,135.1267
5.252062,134.7472
4.543141,134.3658
3.834764,133.9833
3.126525,133.6005
2.1829,133.0887
1.474945,132.7052
0.7656056,132.3244
0.05507231,131.9458
-0.6562892,131.5686
-1.606975,131.07
-2.321335,130.6985
-3.036367,130.3283
-3.751243,129.9578
-4.465805,129.5866
-5.179561,129.214
-6.130748,128.7161
-6.8441,128.3426
-7.55694,127.9681
-8.268989,127.5921
-8.980207,127.2145
-9.690122,126.8345
-10.63306,126.3213
-11.33755,125.9315
-12.03963,125.5374
-12.73924,125.1389
-13.43693,124.737
-14.13304,124.3324
-15.05948,123.7899
-15.75311,123.381
-16.44558,122.9701
-17.13738,122.5581
-17.82874,122.1453
-18.75027,121.5945
-19.44163,121.1817
-20.13339,120.7697
-20.82437,120.3563
-21.51427,119.9413
-22.20368,119.5254
-22.89277,119.1089
-23.58126,118.6915
-24.49701,118.1314
-25.18259,117.7093
-25.86717,117.2856
-26.54786,116.856
-27.22575,116.4222
-27.90203,115.9858
-28.80236,115.4017
-29.47642,114.9618
-30.1503,114.5217
-30.82445,114.0819
-31.72426,113.497
-32.39984,113.0594
-33.07573,112.6222
-33.75128,112.1846
-34.42621,111.746
-35.10045,111.3063
-35.77405,110.8656
-36.44685,110.4237
-37.34267,109.8325
-38.01332,109.3873
-38.6829,108.9405
-39.57314,108.341
-40.23865,107.8882
-40.90209,107.4324
-41.56317,106.9731
-42.2224,106.5113
-42.87973,106.0467
